"People contributed foodstuff, money to the government during the coronavirus pandemic.","Abantu baawa gavumenti emmere, ensimbi enkalu mu kiseera ky'enjega y'akawuka ka kolona.",,
What is the highest rank in the police?,Kifo ki ekisinga obunene mu poliisi?,,
What items are sold in the market?,Bintu ki ebitundiibwa mu katale?,,
What factors influence trading between  communities?,Nsonga ki eviirako abantu okutunda n'okweguza ebintu wakati w'ebitundu?,,
The allegation against him was true.,Ebigambibwa ku ye bituufu.,,
What is the minimum punishment for the smuggling of goods?,Kibonerezo ki ekisinga okuba ekitono ku kukusa ebyamaguzi?,,
Some businessmen avoid paying taxes.,Abasuubuzi abamu beewala okusasula emisolo.,,
"If the civilian is found with firearms, he is charged in the military court.","Ssinga omuntu owa bulijjo asangibwa n'ekyokulwanyisa, avunaanibwa mu kkooti y'amagye.",,
Kasenyi is the biggest landing site in Uganda.,Kasenyi ky'ekizinga ekikyasinze obunene mu Uganda.,,
Anyone arrested by the police must be presented to the courts within forty-eight hours.,Omuntu yenna akwatiddwa poliisi alina okwanjulibwa mu kkooti mu ssaawa ana mu munaana.,,
What should you do if you are arrested?,Olina kukola ki ng'okwatiddwa?,,
I am reading a book about interrogations.,Nsoma kitabo ku mbuuza y'ebibuuzo.,,
Soldiers are given some time to visit their families.,Abajaasi baweebwayo akadde ne balambula ab'enganda zaabwe.,,
Soldiers desert the army for many reasons.,Abaserikale bava mu magye lwa nsonga nnyingi.,,
The suspect was found dead.,Eyabadde ateeberezebwa yasangiddwa nga mufu.,,
Security forces have firearms.,abakuumaddembe balina ebyokulwanisa.,,
The police headquarters are located in Naguru.,Ebitebe bya poliisi bisangibwa Naguru.,,
Many government officials have been shot dead in broad daylight.,Abakungu ba gavumenti bakubiddwa amasasi misana ttukuttuku ne bafa.,,
I have reached my business monthly target.,Ntuuse ku kiruubirirwa eky'omwezi eky'omulimu gwange.,,
"A border checkpoint is a place, generally between  two countries, where traverers or goods are inspected.",Checkpoint kye kifo ku nsalo amawanga abiri abatambuze n'ebyamaguzi we bikeberebwa.,,
How to become an adult literacy teacher?,Ofuuka otya omusomesa w'okusoma n'okuwandiika mu bantu abakulu?,,
I am studying information technology at the university.,Nsoma tekinologiya w'ebyempuliziganya ku ssettendekero.,,
The training equipped people with knowledge and skills to thrive in life.,Okutendekebwa kwawadde abantu amagezi n'obukugu okutambuza obulamu.,,
Are you a full-time or part-time volunteer?,Oli muyambi wa kiseera kyonna oba lumu na lumu?,,
Strategies for managing poor performance at work.,Emitendera egiyamba okumalawo enkola embi ku mulimu.,,
Teachers want a pay raise.,Abasomesa baagala emisaala girinnye.,,
Parents should plan for their children.,Abazadde balina okuteekerateekera abaana baabwe.,,
I need volunteers on my team.,Neetaaga abayambi ku tiimu yange.,,
"With the new curriculum, students can internet for learning.","Ku ndagamasomo empya, abayizi basobola okweyambisa omutimbagano okusoma.",,
How do water plants work?,Ebimera by'omu mazzi bikola bitya?,,
How do I submit a petition?,Mpaayo ntya okwemulugunya kwange?,,
I am collecting signatures for the petition.,Nkungaanya mikono gigenda ku bbago ly'okwemulugunya.,,
What are your plans for tomorrow?,Enkya olina nteekateeka ki?,,
We need more for the project.,Twetaaga ebirala ku pulojekiti.,,
What treatment is given to the coronavirus patients.,Bujjanjabi ki obuweebwa abalwadde b'akawuka ka kolona?,,
I work at Red cross Uganda.,Nkolera mu kitongole kya Red cross Uganda.,,
"As a doctor, I have the obligation to save people's lives.","Ng'omusawo, kinkakatako okutaasa obulamu bw'abantu.",,
We fetch water from the well  .,Tukima amazzi okuva ku luzzi.,,
Christians celebrate  Christmas in December.,Abakrisito bajaguza amazaalibwa ga Yesu mu Ntenvu.,,
The Bishop is dedicated to preaching the gospel of Jesus Christ.,Omwepiskoopi yeewaayo okubuulira enjiri ya Yesu Krisitu.,,
Who were the first missionaries in Uganda?,Baminsani ki abasooka mu Uganda?,,
When is your wedding anniversary?,Muweza ddi omwaka mu bufumbo?,,
"As Christians, we believe in one God.","Ffe nga Abakrisito, tukkiririza mu Katonda omu.",,
Am waiting for blood culture test results from the laboratory.,Nindirira bivudde mu musaayi okuva mu kisenge mwe kabakerera omusaayi.,,
Where did you complete your primary education from.,Wamalira wa okusoma kwo okw'ekibiina eky'omusanvu?,,
Why do Catholics confess their sins to the priest?,Lwaki abakatoliki beenenyeza Kabona ebibi byabwe?,,
The engineer advised me to put hardcore stones in the foundation of my house.,Yinginiya yampadde amagezi okuteeka amayinja amagumu ku musingi gw'ennyumba yange.,,
The training center equips youth with vocational skills.,Ekifo we batendekera kiwadde abavubuka obukugu mu by'emikono.,,
Describe the nature of your work.,Nnyonyola ekikula ky'omulimu gwo.,,
I have a touch screen laptop.,Nnina laputopu ya kunyigira ku ndabirwamu.,,
There are different cultures in Uganda.,Tulina amawanga ag'enjawulo mu Uganda.,,
What are the effects of drug abuse?,Buzibu ki obuva mu ku kozesa ebiragalalagala?,,
He died of a stroke in the hospital.,Yafa bulwadde bwa kusannyalala mu ddwaliro.,,
The police said that civilians have no right to block the road.,Poliisi yagambye nti abantu abaabulijjo tebalina lukusa kuziba luguudo.,,
Why are you ignorant?,Lwaki tokirinaako kumanya?,,
There is an increase in the refugee population in Uganda.,Waliyo okweyongera kw'omuwendo gw'Abanoonyiboobubudamu mu Uganda.,,
What are water-borne diseases?,Ndwadde ki ezikwatira mu mazzi?,,
It is very expensive to maintain the ferry.,Kya buwanana okuyimirizaawo ekidyeri.,,
Who is responsible for maintaining roads?,Ani avunaanyizibwa ku kulabirira enguudo?,,
I am engaged to my boyfriend.,Ngenda kufumbirwa mukwano gwange omulenzi.,,
How did you survive the accident?,Wawona otya akabenje?,,
Poor hygiene leads to diseases and infections.,Obuteeyonja kireeta endwadde.,,
How to harvest rainwater.,Engeri gy'oyinza okulembeka amazzi g'enkuba.,,
Do you have access to organizations files?,Osobola okutuuka ku fayiro z'ekitongole?,,
Who are the beneficiaries of operation wealth creation?,Baani abaganyulwa mu bonna bagaggawale?,,
When are schools reopening?,Amasomero gaddamu ddi okuggulawo?,,
Every child has the right to education.,Buli mwana alina eddembe okusoma.,,
What roles do parents play in their children's lives?,Mugaso ki abazadde gwe bakola mu bulamu bw'abaana baabwe?,,
Private schools have different school fees structure.,Amasomero g'obwannannyini galina ebisale by'essomero bya njawulo.,,
Wish you success in your exams.,Nkwagaliza buwanguzi mu bibuuzo byo.,,
People fought for food while at the burial ceremony.,Abantu baalwanidde emmere nga bali ku mukolo gw'okuziika.,,
Our school doesn't have enough equipment in the chemistry laboratory.,Essomero lyaffe teririna bikozesebwa bimala mu laabu ya kemisitule.,,
Uganda's motto is For God and my country.,Engombo ya Uganda eri ku lwa Katonda n'ensi yange.,,
Students should be suspended for indiscipline actions.,Abayizi balina okuwummuzibwa olw'enneeyisa yabwe embi.,,
Our school is celebrating its fiftieth anniversary.,Essomero lyaffe lijaguza okuweza emyaka etaano.,,
How poverty has affects our economy?,Owavu bukosezza butya enfuna yaffe?,,
Many people in rural areas are poor.,Abantu bangi mu byalo baavu.,,
What is the importance of a political campaign?,Kakuyege w'ebyobufuzi alina mugaso ki?,,
What time are you going to town?,Ogenda budde ki mu kibuga?,,
We have a fundraising campaign.,Tulina kakuyege w'okunoonya obuyambi.,,
The rotary team has organized an awareness program on breast cancer to educate the community on how to best prevent it.,Tiimu ya lotale etegese pulogulaamu y'omusomo ku kkookolo w'amabeere n'okusomesa abantu engeri y'okumwewalamu.,,
development     is good for the community.,Enkulaakulana nnungi ku kitundu.,,
The reber group in Northern Uganda were a threat to the people in Northern Uganda.,Akabinja k'abayeekera mu bukiikakkono bwa Uganda kateeka abantu ku bunkenke mu bukiikakkono bwa Uganda.,,
What are the government revenue sources?,Gavumenti ejjawa wa omusolo?,,
What items should be included in the wedding budget?,Bintu ki ebirina okubeera mu mbalirira y'embaga?,,
How do we solve misunderstandings in marriages?,Tugonjoola tutya obutakkaanya mu bufumbo?,,
Which problems are you facing in your family?,Bizibu ki by'osanga mu makaago?,,
New districts provide opportunities to the surrounding people.,Disitulikiti empya ziwa omukisa eri abantu abazeetoolodde.,,
What are some of the issues affecting the people who reside in your community?,Nsonga ki ezimu ku ezo eziruma abantu ababeera mu kitundu kyo?,,
You need to invest in treasury bills and bonds.,Weetaaga okusiga ensimbi mu migabo egy'ebbanga ettono n'eddene.,,
Some refugees don't know the local languages spoken in Uganda.,Abanoonyiboobubudamu abamu tebamanyi nnimi nnansi zoogerebwa mu Uganda.,,
I am starting a pig farm in my village.,Ntandika okulunda embizzi mu kyalo kyange.,,
Explain the causes of climate change in Uganda.,Nnyonnyola ebireetera embeera y'obudde okukyuka mu Uganda.,,
I am rerocating my business to another town.,Ndi mu kukyusa kifo kya mulimu gwange okudda mu kibuga ekirala.,,
The refugees requested for better settlement.,Abanoonyiboobubudamu baasabye ekifo ekirungi aw'okubeera.,,
The refugees received land for their cattle.,Abanoonyiboobubudamu baafunye ettaka aw'okulundira ente zaabwe.,,
Refugees should occupy land provided by the government.,Abanoonyiboobubudamu balina okusenga ku ttaka eribaweereddwa gavumenti.,,
The refugees looked for other food alternatives.,Abanoonyiboobubudamu baanoonyezza ebika by'emmere ebirala.,,
The animals given to refugees were stolen by the neighbors.,Ebisolo ebyaweebwa Abanoonyiboobubudamu byabbibwa baliraanwa.,,
The area requires more security.,Ekifo kyetaaga obukuumi obulala.,,
The settlers have only three months to find new settlement.,Abatuuze balina emyezi esatu gyokka okunoonya aw'okubeera ewapya.,,
The students requested for a new teacher.,Abayizi baasabye omusomesa omupya.,,
The students complained about the expensive laboratory fees.,Abayizi beemulugunyizza ku bisale ebyobuwanana ku kkeberero lya ssaayansi.,,
They complained of the expired chemicals during their practical classes.,Beemulugunyizza ku ddagala eriyiseeko mu kaseera k'amasomo ag'okukwatako.,,
The students had a peaceful demonstration.,Abayizi beekalaakasirizza mu mirembe.,,
The girls suffered minor injuries.,Abawala baafunye obuvune butonotono.,,
Students will be dealt with accordingly.,Abayizi bajja kukolebwako nga bwekyalagirwa.,,
Freedom of expression should not come with pain and suffering.,Eddembe ly'okwogwera teririna kujja na bulumi na kubonaabona.,,
The school is under renovation.,Essomero liri mu kuddaabirizibwa.,,
The teacher accused ferlow teachers of misunderstandings.,Omusomesa yanenyezza basomesa banne olw'obutakkaanya.,,
The student complained that some of the teachers don’t like him.,Omuyizi yeemulugunyizza nti abasomesa abamu tebamwagala.,,
He said he will leave the school soon.,Yagambye nti ajja kuva ku ssomero mu bwangu ddaala.,,
The teachers complained about some of the students who don’t attend classes.,Abasomesa beemulugunyizza ku bayizi abamu abatabeera mu bibiina.,,
The students in that institution resorted to strikes as a means of having their problems addressed.,Abayizi mu ttendekero eryo baasazeewo kuyita mu kwekalakaasa basobole okugonjoola ebizibu byabwe.,,
Teachers do not want to share toilets with the students.,Abasomesa tebaagala kugabana kaabuyonjo na bayizi.,,
The school has a single latrine for both teachers and students.,Essomero likozesa kaabuyonjo emu ku basomesa n'abayizi.,,
The teacher said it was awkward to share toilets with students.,Abasomesa baagambye nti kiswaza okugabana kaabuyonjo n'abayizi.,,
"The pupils were trained, once they find a teacher in class, they should always knock before entering.","Abaana baatendekebwa nti singa basanga omusomesa mu kibiina, balina okukonkona nga tebannayingira.",,
The teachers feared to meet pupils in the toilets.,Abasomesa baatidde okusisinkana abaana mu kaabuyonjo.,,
The school should build a new block for student classes.,Essomero liteekeddwa okuzimba ekizimbe ky'ebibiina by'abayizi ekipya.,,
The pupils in this primary school have a shared toilet for both girls and boys.,Abayizi mu ssomero lya pulayimale lino ab'obuwala n'abalenzi bakozesezawamu kabuyonjo.,,
Some teachers are willing to share toilets with the pupils.,Abasomesa abamu beetegefu okugabana kaabuyonjo n'abayizi.,,
Parents should contribute towards constructing the pupils’ toilets.,Abazadde bateekeddwa okuyamba mu mu kuzimba kaabuyonjo z'abayizi.,,
The teachers begged for the school to construct toilets for the pupils.,Abasomesa baasabye essomero lizimbire abayizi kaabuyonjo.,,
The headteacher advised teachers to be patient until the school receives funds for construction.,Omukulu w'essomero yakubirizza abasomesa okubeera abagumiikiriza okutuusa essomero lwe lifuna ensimbi z'okuzimba.,,
Parents should help with teaching their children good and acceptable etiquette in the society.,Abazadde balina okuyamba mu kusomesa abaana baabwe enneeyisa ennungi era ekirizibwa mu kitundu.,,
The teacher reported the students who are fond of standing on their desks while making noise.,Omusomesa yaloopye abayizi abalina omuze gw'okuyimirira ku mmeeza zaabwe nga bwe bawoggana.,,
The funds collected were still inadequate.,Ensimbi ezaakungaanyiziddwa zikyali ntono.,,
All households should have toilets.,Amaka gonna gateekeddwa okuba ne kaabuyonjo.,,
The community should continuously fight against gender based violence.,Ekitundu kiteekeddwa okugenda mu maaso n'okulwanisa obutabanguko obwesigamiziddwa ku kikula.,,
There are high cases of child to child sexual intercourse in schools.,Emize gy'abaana okwegadangira mu masomero gyeyongedde.,,
The government should set permanent solutions to some of the refugee problems in the country.,Gavumenti eteekeddwa okumalirawo ddaala ebimu ku bizibu by'Abanoonyiboobubudamu mu ggwanga.,,
The children in the district are physically abused by men in community.,Abayizi mu disitulikiti batulugunyizibwa abasajja mu kitundu.,,
The gender based violence is as a result of excessive alcohol consumption.,Obutabanguko obwesigamizibwa ku kikula buva ku kunywa nnyo mwenge.,,
There are high cases of sexually transmitted diseases.,Waliyo abalwadde b'endwadde z'obukaba bangi nnyo.,,
Men are advised to remain in bars after high alcohol consumption.,Abasajja bawabuddwa okusigala mu mabbaala oluvannyuma lw'okunywa ennyo omwenge.,,
twenty rape cases were reported by the refugees.,Emisango gy'obulisamaanyi abiri gya loopebwa Abanoonyiboobubudamu.,,
It should be illegal to beat up your spouse.,Kiteekeddwa okuba nga kimenya mateeka okukuba omwagalwa wo.,,
The local government should ensure proper management of the allocated resources.,Gavumenti z'ebitundu ziteekeddwa okukakasa enkwata ennungi ey'ebyobugagga ebibaweereddwa.,,
Women should be protected at all costs.,Abakyala balina okukuumibwa mu buli ngeri yonna.,,
Women should report gender based violence to the police.,Abakyala balina okuloopa obutabanguko obwesigamizibwa ku kikula ku poliisi.,,
The leaders should be united for a better community.,Abakulembeze balina okwegatta ku lw'ekitundu ekirungi.,,
They agreed to unite during the swearing in event.,Bakkaanyizza okwegatta ku mukolo gw'okulayizibwa.,,
The district leaders should forgive one another and work together.,Abakulembeze ba disitulikiti balina okusonyiwagana bakolere wamu.,,
The government should listen to concerns of all community voices represented.,Gavumenti eteekeddwa okuwuliriza ensonga eziri mu maloboozi agakiikiriddwa mu kitundu.,,
Women and the erderly are considered vulnerable groups in society.,Abakyala n'abakadde batwalibwa nga bakateeyamba mu kitundu.,,
The communities should work together to strengthen unity.,Abantu mu kitundu bateekeddwa okukolera awamu okusobola okunyweza obumu.,,
Women should also benefit from the government entrepreneurship programs.,Abakyala nabo bateekeddwa okuganyulwa mu nteekateeka za gavumenti ez'ebyobusuubuzi.,,
Leaders should be responsible and hardworking.,Abakulembeze bateekeddwa okuba ab'obuvunaanyizibwa era nga bakozi.,,
Ladies should be well   represented at the leadership committee.,Abakazi bateekeddwa okukiikirirwa obulungi ku kakiiko k'obulembeze.,,
Women should be empowered in income generating activities.,Abakyala bateekeddwa okuddizibwamu amaanyi mu mirimu egireeta ensimbi.,,
The community addressed its issues during the swearing in ceremony.,Abantu mu kitundu baayanjizza ensonga zaabwe ku mukolo gw'okulayiza.,,
Leaders should fulfil their roles and responsibilities.,Abakulembeze bateekeddwa okutuukiriza emirimu n'obuvunaanyizibwa bwabwe.,,
There minimal cases of leprosy in the region.,Waliwo obulwadde bw'ebigenge butono mu kitundu.,,
New leprosy cases are reported every new month.,Abalwadde b'ebigenge abapya baloopebwa buli mwezi.,,
The region reported seventy eight leprosy cases.,Ekitundu kyalooopye abantu abalina ebigenge nsanvu mu munaana.,,
West Nile region reported the highest cases of leprosy.,Ekitundu ky'obugwanjuba bw'omugga Nile kyaloopye abalwadde b'ebigenge abasinga obungi.,,
The refugees introduced leprosy to the region.,Abanoonyiboobubudamu baaleeta obulwadde bw'ebigenge mu kitundu.,,
Leprosy is an airborne disease.,Obulwadde bw'ebigenge bukwatira mu bbanga.,,
Government should provide free funding for diseases like leprosy.,Gavumenti eteekeddwa eteekeddwa okuvujjirira okw'obwereere okw'endwadde ng'ebigenge.,,
The drugs used for leprosy are imported from Europe.,Eddagala erikozesebwa ku bigenge liva mu Europe.,,
Leprosy disease damages the skin.,Obulwadde bw'ebigenge bwonoona olususu.,,
Leprosy has a three weeks incubation period.,Ebigenge birina ebbanga lya ssabbiiti ssatu okulabika nga biri mu mubiri.,,
The disease causes permanent skin lesions.,Obulwadde buleeta enkovu ku mubiri ez'olubeerera.,,
Tuberculosis produces inflammatory nodes in the skin.,Akafuba kaleetera omubiri ensanjabavu.,,
The refugees should be educated about leprosy.,Abanoonyiboobubudamu bateekeddwa okusomesebwa ku bigenge.,,
Teachers are blamed for students’ bad performance in schools.,Abasomesa banenyezebwa ng'abayizi basomye bubi mu masomero.,,
Teachers are supposed to guide students in schools.,Abasomesa balina okulungamya abayizi mu masomero.,,
Pupils performance in the final examinations was very poor.,Enkola y'abaana mu bibuuzo by'akamalirizo yali mbi nnyo.,,
The head teacher attributed the poor performance to students’ going back home for a long time because of lack of fees.,Omukulembeze w'essomero yagambye nti abayizi okusoma obubi kiva ku kudda waka ekiseera ekiwanvu olw'obutaba na bisale bya ssomero.,,
Headteachers need to work hard to improve student's performance.,Abakulembeze b'amasomero balina okukola ennyo basobole okulongoosa ensoma y'abayizi.,,
The headteacher was also elected as the village chairperson.,Omukulembeze w'essomero era yalondeddwa nga ssentebe w'ekyalo.,,
Teachers should give their students divelse and rich content.,Abasomesa bateekeddwa okuwa abayizi baabwe ebisomesebwa eby'enjawulo ate mu bungi.,,
Teachers are advised to work towards better student performance.,Abasomesa baweereddwa amagezi okukolerera okusoma kw'omuyizi okulungi.,,
The teachers blamed poor performance on lack of student drive.,Abasomesa baanenyezza enkola y'abayizi embi lw'abayizi butaba na kibavuga.,,
Students are advised to carryout personal research.,Abayizi bakubirizibwa okukola okunoonyereza okwa ssekinnoomu.,,
Teachers are responsible for a percentage of the student's performance.,Abasomesa bavunaanyizbwako ekitundutundu ku kusoma kw'abayizi.,,
Refugee schools lack textbooks for students to use.,Amasomero g'Abanoonyiboobubudamu tegalina butabo bw'abayizi kusoma.,,
Both parents and teachers play an important role in a child's academic life.,Abazadde n'abasomesa bombi bakola omulimu gwa mugaso mu bulamu bw'okusoma kw'omwana.,,
The district leaders need their roads to be worked upon.,Abakulembeze ba disitulikiti beetaaga enguudo zaabwe zikolebweko.,,
Poor roads make businesses activities difficult.,Enguudo embi zireetera emirimu okuba emizibu.,,
Stakeholders require accountability for the roads.,Be kikwatako basaba embalirira y'enguudo.,,
The authority in charge of the roads should upgrade the roads in the major districts,Ab'obuyinza ku nguudo bateekeddwa okwongera ku mutindo gw'enguudo mu disitulikiti enkulu.,,
Poor roads lead to increased road accidents.,Enguudo embi zireeta okweyongera kw'obubenje bw'enguudo.,,
Road construction should be taken over by the ministry of transport and works.,Okuzimba enguudo kuteekeddwa okutwalibwa ekitongole ky'ebyentambula.,,
The roads should be worked on as soon as possible.,Enguudo zirina okukolebwako mu bwangu ddaala nga bwe kisoboka.,,
The ministry asked for new equipment to work on the roads.,Ekitongole kyasabye ebikola epibya kikole ku nguudo.,,
The Uganda National Roads Authority has already received contractors to work on the roads.,Ekitongole kya Uganda National Roads Authority kyafunye dda ba kontulakita okukola ku nguudo.,,
The roads in the central district might require up to eight billion Uganda shillings.,Enguudo mu disitulikiti eyo masekati zeetaaga obuwumbi munaana obw'ensimbi za Uganda.,,
The roads will be worked on as soon as funds come in.,Enguudo zijja kukolebwako mu bwangu ddaala ng'ensimbi zizze.,,
The construction started after the joint meeting by the officials.,Okuzimba kwatandika oluvannyuma lw'olukiiko olw'awamu n'abakungu.,,
The roads were in a very poor state and need to be worked on soon.,Enguudo zaali mu mbeera mbi era nga zeetaaga okukolebwako mu bwangu.,,
The United nations will also help to upgrade the roads.,Ekitongole ky'amawanga amagatte kijja kuyamba mu kusitula omutindo gw'enguudo.,,
The district officials should put their differences aside and work on the roads.,Abakungu ba disitulikiti bateekeddwa okuteeka enkaayana zaabwe ku bbali bakole ku nguudo.,,
The government should increase security on its borders.,Gavumenti erina okwongeza obukuumi ku nsalo zaayo.,,
The government will compensate the local people in refugee hosting communities.,Gavumenti ejja kuliyirira bannansi mu bitundu ebirimu abanoonyiboobubudamu.,,
Roads in Adjumani district need to be reconstructed.,Enguudo mu disitulikiti ye Adjumani zeetaaga kuddamu kukolebwa.,,
Uganda national roads authority will construct the Moyo-Yumbe-Koboko road.,Ekitongole ky'ebyenguudo kijja kukola oluguudo olw'e Moyo-Yumbe-Koboko.,,
People of Moyo were attacked by unknown gunmen.,Abantu b'e Moyo baalumbiddwa abasajja b'emmundu abatamanyiddwa.,,
Some of the hospitals in Uganda are not well   facilitated.,Amalwaliro agamu mu Uganda tegaliimu bulungi bikozesebwa.,,
Doctors struck over low pay.,Abasawo beekalakaasa olw'ensasula eri wansi.,,
Uganda has competent medical personner.,Uganda erina abasawo abamanyi kye bakola.,,
Moyo district officials are working towards achieving a municipality status.,Abakungu mu disitulikiti y'e Moyo bakolerera kusuumusibwa kufuulibwa munisipaali.,,
Local governments lack funds to improve service provision.,Gavumenti z'ebitundu tezirina buyambi kutumbula buweereza.,,
The government will increase the budget for the ministry of local government.,Gavumenti ejja kwongera ku mbalirira ya minisitule ya gavumenti ez'ebitundu.,,
People have access to poor health services.,Abantu bafuna empeereza y'obujjanjabi embi.,,
New sub-counties were created in Moyo district.,Emiruka emipya gyatondeddwawo mu disitulikiti y'e Moyo.,,
The creation of new administrative units will improve service delivery.,Okutondebwawo kw'ebifo by'obukulembeze ebipya kijja kutumbula ku buweereza.,,
The ministry of local government delayed the approval of new administrative units.,Minisitule ya gavumenti z'ebitundu yaluddewo okuyisa ebifo by'obukulembeze ebipya.,,
People should work together and enhance socio-economic development     .,Abantu balina okukolera awamu basobole okukulaakulanira awamu mu byenfuna.,,
People will get employment opportunities with the establishment of the administrative units.,Abantu bajja kufuna emirimu olw'okuteekebwawo kw'ebifo by'obukulembeze ebipya.,,
The district will construct new markets and trading centers.,Disitulikiti ejja kuzimba butale n'obubuga obupya.,,
Administrative services will be brought nearer to the people.,Obuweereza bw'obukulembeze bujja kusembezebwa kumpi n'abantu.,,
The current regime is popular among the people.,Obukulembeze obuliko buganzi mu bantu.,,
The sub counties will receive income to properly plan for the people.,Emiruka gijja kufuna ensimbi okuteekerateekera obulungi abantu.,,
Some refugees were arrested after engaging in unlawful activities.,Abanoonyiboobubudamu baakwatiddwa oluvannyuma lw'okwenyigira mu bikolwa by'obumenyi bw'amateeka.,,
The refugee criminals where charged and prosecuted in the courts of law.,Abanoonyiboobubudamu abazzi b'emisango baavunaaniddwa ne basimbibwa mu mbuga z'amateeka.,,
"Some refugees were accused of murder, rape and defilement.","Abanoonyiboobubudamu abamu baavunaaniddwa gwa butemu, okukabasanya n'okusobya ku batanneetuuka.",,
Refugees are not informed about the laws governing the country.,Abanoonyiboobubudamu tebamanyi mateeka gafuga ggwanga.,,
There is a high rate of drug abuse in the settlement camps.,Okukozesa ebiragalalagala kuli waggulu nnyo mu nkambi ezisulwamu.,,
The district will encourage refugees to participate in business activities.,Disitulikiti ejja kukunga abanoonyiboobubudamu okwenyigira mu byobusuubuzi.,,
The police has established policing programs to educate refugees about the laws of Uganda.,Poliisi ettaddewo enkola y'okulawuna nga esomesa abanoonyiboobubudamu ku mateeka ga Uganda.,,
The police will mobilize refugees through refugee leaders.,Poliisi ejja kukunga abanoonyiboobubudamu ng'eyita mu bakulembeze baabwe.,,
Refugees do not understand the legal system in Uganda.,Abanoonyiboobubudamu tebategeera nkola y'amateeka mu Uganda.,,
The police has increased security in refugee camps.,Poliisi eyongedde obukuumi mu nkambi z'abanoonyiboobubudamu.,,
People in Moyo district are disunited.,Poliisi mu disitulikiti y'e Moyo tebali bumu.,,
The police will ensure peace and harmony in the area.,Poliisi ejja kufaayo ku ddembe n'obumu mu kitundu.,,
There is cattle rustling in Moyo district.,Waliwo obubbi bw'ente mu disitulikiti y'e Moyo.,,
District officers have held a meeting to unite the people.,Abakungu ku disitulikiti batuuzizza olukiiko okutabaganya abantu.,,
The police will carry out community policing.,Poliisi ejja kulawuna ekitundu.,,
The army was deployed at the border to stop illegal crossing.,Amagye gaateekeddwa ku nsalo okukomya okuyingira mu bumenyi bw'amateeka.,,
There are high crime rates at the border area.,Obuzzi bw'emisango bungi mu bitundu by'oku nsalo.,,
The police will share interligence information with the district leaders.,Poliisi ejja kugabana obubaka bw'ekikessi n'abakulembeze ba disitulikiti.,,
The border will be demarcated.,Ensalo ejja kulambibwa.,,
The people of Moyo will receive social empowerment grants.,Abantu b'e Moyo bajja kufuna obuyambi bw'enkulaakulana y'awamu.,,
The government will support one thousand elders in every financial year.,Gavumenti ejja kuyamba abakadde lukumi mu buli mwaka gw'ebyensimbi.,,
elders will receive twenty five thousand shillings every month.,Abakadde bajja kufuna emitwalo ebiri n'ekitundu buli mwezi.,,
The government aims at improving the living conditions of the elders.,Gavumenti eruubirira kutumbula mbeera z'abakadde ze bawangaaliramu.,,
elders will receive free medical services.,Abakadde bajja kufuna obujjanjabi obw'obwereere.,,
The district officials will be in charge of registering refugees.,Abakungu ba disitulikiti bajja kuba n'obuvunaanyizibwa okuwandiisa abanoonyiboobubudamu.,,
The chairperson of Moyo elders thanked the government for the support.,Ssentebe w'abakadde mu Moyo yeebazizza gavumenti olw'obuyambi.,,
elders have improved their werfare.,Abakadde balongoosezza embeera yaabwe.,,
"The district will select elders who will benefit from the program.,",Disitulikiti ejja kulondamu abakadde abanaaganyulwa mu nteekateeka.,,
Chairpersons were warned against receiving bribes.,Bassentebe baalabuddwa ku kufuna enguzi.,,
elders will have access to their basic needs.,Abakadde bajja okufuna ebyetaago mu bulamu bwabwe obwa bulijjo.,,
The chief administrative officers will monitor the process of giving money to elders.,Abakulira eby'emirimu mu disitulikiti ajja kulondoola engaba ya ssente eri abakadde.,,
People lack access to basic needs.,Abantu tebasobola kwetuusaako byetaago by'omu bulamu obwa bulijjo.,,
Farmers have received agricultural seeds from operation wealth creation.,Abalimi bafunye ensigo okuva mu nteekateeka ya bonnabagaggawale.,,
Operation wealth creation aims at ensuring food security in the country.,Bonnabagaggawale aluubirira kulaba nga eggwanga lirimu emmere emala.,,
People lack agricultural inputs to engage in agricultural activities.,Abantu tebalina bikozesebwa mu kulima kwenyigira mu bya bulimi.,,
Farmers asserted that they receive poor quality seeds from operation wealth creation.,Abalimi baagambye nti bafuna ensigo z'omutindo omubi okuva mu bonnabagaggawale.,,
Farmers were given seeds that they did not ask for.,Abalimi baaweebwa ensigo ze bataasaba.,,
Farmers were forced to plant mangoes and citrus fruits.,Abalimi baakakibwa okusimba emiyembe ne sayitulaasi.,,
Farmers lack skills to look after heifers.,Abalimi tebalina bukugu kulabirira nnyana.,,
Seeds were planted in a wrong season.,Ensigo zaasimbibwa mu sizoni enkyamu.,,
The government should involve farmers when selecting the quality of seeds.,Gavumenti eina okwetabyamu abalimi ng'eronda omutindo gw'ensigo.,,
Shortage of water in the area has discouraged agriculture.,Ebbula ly'amazzi mu kitundu lizingamizza ebyobulimi.,,
Farmers were not consulted on the best type of seeds.,Abalimi tebeebuuzibwako ku kika ky'ensigo ekisinga.,,
Most of the people in Moyo district have engaged in agricultural activities.,Abantu abasinga mu disitulikiti y'e Moyo beenyigidde mu byobulamu.,,
Some of the seeds provided by operation wealth creation failed to grow.,Ezimu ku nsigo ezaagabibwa enkola eya bonnabagaggawale zaagaana okumera.,,
People should engage in agribusiness.,Abantu balina okwenyigira mu bulimi obw'ensimbi.,,
